good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Görünüşe göre kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.,Görünüşe göre kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.,kendisini dolandırıldığını,dolandırıldığını kendisini,-,scrambling
Belli ki kardeşimin bisikleti tamir ettiğini biliyorum.,Belli ki kardeşimin tamir ettiğini bisikleti biliyorum.,bisikleti tamir ettiğini,tamir ettiğini bisikleti,-,scrambling
Polislerin şüphelinin izini sürdüğünü ortasına açıkladı.,Polislerin sürdüğünü şüphelinin izini ortasına açıkladı.,şüphelinin izini sürdüğünü,sürdüğünü şüphelinin izini,-,scrambling
Seni dışarıya çıkmaya ikna etmiş sonunda.,Seni çıkmaya dışarıya ikna etmiş sonunda.,dışarıya çıkmaya,çıkmaya dışarıya,-,scrambling
Okulun önünde kadınların karnelerini almasını bekliyoruz.,Okulun önünde kadınların almasını karnelerini bekliyoruz.,karnelerini almasını,almasını karnelerini,-,scrambling
Belli ki kuzenimin yeni telefonunu kaybettiğini söyledi.,Belli ki kuzenimin kaybettiğini yeni telefonunu söyledi.,yeni telefonunu kaybettiğini,kaybettiğini yeni telefonunu,-,scrambling
Öyle görünüyor ki teyzenin balkondaki çiçekleri suladığını gördüm.,Öyle görünüyor ki teyzenin suladığını balkondaki çiçekleri gördüm.,balkondaki çiçekleri suladığını,suladığını balkondaki çiçekleri,-,scrambling
Canlı engel müşterilerin şikayetlerini kaydettiğini iletti.,Canlı engel kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
Çocukların duvarı boyadığını gördüm.,Çocukların boyadığını duvarı gördüm.,duvarı boyadığını,boyadığını duvarı,-,scrambling
Bebeğe mamasını yedirdiğini gördük.,Bebeğe yedirdiğini mamasını gördük.,mamasını yedirdiğini,yedirdiğini mamasını,-,scrambling  
Müdürün kararı açıkladığını duydum.,Müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Çocuğun köpeğini sevmesine yetkinin verdi.,Çocuğun sevmesine köpeğini yetkinin verdi.,köpeğini sevmesine,sevmesine köpeğini,-,scrambling  
Hasan'ın makaleyi yazdığını biliyorum.,Hasan'ın yazdığını makaleyi biliyorum.,makaleyi yazdığını ,yazdığını makaleyi,-,scrambling
Yazarın yeni romanını bitirdiğini söyledi.,Yazarın bitirdiğini yeni romanını söyledi.,yeni romanını bitirdiğini,bitirdiğini yeni romanını,-,scrambling
Her dede işini çok sevdiğini söyler.,Her dede çok sevdiğini işini söyler.,işini çok sevdiğini,çok sevdiğini işini,-,scrambling
Öğrencilerin kütüphanedeki kitapları incelediğini uygun ettik.,Öğrencilerin incelediğini kütüphanedeki kitapları uygun ettik.,kütüphanedeki kitapları incelediğini,incelediğini kütüphanedeki nadir kitapları,-,scrambling
Canlı direnç müşterilerin şikayetlerini kaydettiğini iletti.,Canlı direnç kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
Komşumuzun çitleri boyadığını eksik ettim.,Komşumuzun boyadığını çitleri eksik ettim.,çitleri boyadığını,boyadığını çitleri,-,scrambling
Seni dışarıya çıkmaya tahrik etmiş sonunda.,Seni çıkmaya dışarıya tahrik etmiş sonunda.,dışarıya çıkmaya,çıkmaya dışarıya,-,scrambling
Demek ki yöneticinin kararı ertelettiğini duyurdu.,Demek ki yöneticinin ertelettiğini kararı duyurdu.,kararı ertelettiğini,ertelettiğini kararı,-,scrambling
Köpeğin komşunun bahçesini kazdığını gördüm.,Köpeğin kazdığını komşunun bahçesini gördüm.,komşunun bahçesini kazdığını,kazdığını komşunun bahçesini,-,scrambling  
Öyle görünüyor ki yöneticinin kararı ertelettiğini duyurdu.,Öyle görünüyor ki yöneticinin ertelettiğini kararı duyurdu.,kararı ertelettiğini,ertelettiğini kararı,-,scrambling
Çiftçilerin tarlayı sulamasına oydum ettiler.,Çiftçilerin sulamasına tarlayı oydum ettiler.,tarlayı sulamasına,sulamasına tarlayı,-,scrambling
Öğretmenin soruyu yanıtlamasını dinlediler.,Öğretmenin yanıtlamasını soruyu dinlediler.,soruyu yanıtlamasını,yanıtlamasını soruyu,-,scrambling  
Çocuğun köpeğini sevmesine istisnanın verdi.,Çocuğun sevmesine köpeğini istisnanın verdi.,köpeğini sevmesine,sevmesine köpeğini,-,scrambling  
Demek ki kuzenimin yeni telefonunu kaybettiğini söyledi.,Demek ki kuzenimin kaybettiğini yeni telefonunu söyledi.,yeni telefonunu kaybettiğini,kaybettiğini yeni telefonunu,-,scrambling
Belli ki müdürün hukuksuzluk yaptığını duyurdu.,Belli ki müdürün yaptığını hukuksuzluk duyurdu.,hukuksuzluk yaptığını,yaptığını hukuksuzluk,-,scrambling
Anlaşılıyor ki yazarın yeni romanını bitirdiğini söyledi.,Anlaşılıyor ki yazarın bitirdiğini yeni romanını söyledi.,yeni romanını bitirdiğini,bitirdiğini yeni romanını,-,scrambling
Belli ki mimarın proje için gerekli izinleri aldığını öğrendik.,Belli ki mimarın aldığını proje için gerekli izinleri öğrendik.,proje için gerekli izinleri aldığını,aldığını proje için gerekli izinleri,-,scrambling
O halde kardeşimin bisikleti tamir ettiğini biliyorum.,O halde kardeşimin tamir ettiğini bisikleti biliyorum.,bisikleti tamir ettiğini,tamir ettiğini bisikleti,-,scrambling
O halde görevlinin evrakları kaybettiğini öğrendik.,O halde görevlinin kaybettiğini evrakları öğrendik.,evrakları kaybettiğini,kaybettiğini evrakları,-,scrambling
Demek ki öğrencilerin deney tüplerini kırdığını duydum.,Demek ki öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Hep birlikte arabanın çıkarılmasına hasardım ettik.,Hep birlikte çıkarılmasına arabanın hasardım ettik.,arabanın çıkarılmasına,çıkarılmasına arabanın,-,scrambling
Demek ki mimarın proje için gerekli izinleri aldığını öğrendik.,Demek ki mimarın aldığını proje için gerekli izinleri öğrendik.,proje için gerekli izinleri aldığını,aldığını proje için gerekli izinleri,-,scrambling
Görünüşe göre doktorun ilacı yazdığını unutmuş.,Görünüşe göre doktorun yazdığını ilacı unutmuş.,ilacı yazdığını,yazdığını ilacı,-,scrambling  
Canlı yetersiz müşterilerin şikayetlerini kaydettiğini iletti.,Canlı yetersiz kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
Otelde çarşafların değiştirildiğine emin olamadık.,Otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
Seni dışarıya çıkmaya ima etmiş sonunda.,Seni çıkmaya dışarıya ima etmiş sonunda.,dışarıya çıkmaya,çıkmaya dışarıya,-,scrambling
Anlaşılan şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.,Anlaşılan şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.,mutfaktaki malzemeleri kontrol ettiğini,kontrol ettiğini mutfaktaki malzemeleri,-,scrambling
Öyle görünüyor ki müdürün toplantıyı iptal ettiğini duyurdular.,Öyle görünüyor ki müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
Anlaşılan çalışanların şikayetleri dinlemesini söyledi.,Anlaşılan çalışanların dinlemesini şikayetleri söyledi.,şikayetleri dinlemesini,dinlemesini şikayetleri,-,scrambling
Çocuklar bayramın gelmesini umutla bekliyor.,Çocuklar gelmesini bayramın umutla bekliyor.,bayramın gelmesini,gelmesini bayramın,-,scrambling
Demek ki çalışanların şikayetleri dinlemesini söyledi.,Demek ki çalışanların dinlemesini şikayetleri söyledi.,şikayetleri dinlemesini,dinlemesini şikayetleri,-,scrambling
Görünüşe göre müdürün yeni kararları açıkladığını bildirdi.,Görünüşe göre müdürün açıkladığını yeni kararları bildirdi.,yeni kararları açıkladığını,açıkladığını yeni kararları,-,scrambling
O halde ufaklığın ödevlerini bitirmesine sevindim.,O halde ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
Anlaşılıyor ki adamın cüzdanını düşürdüğünü gördüm.,Anlaşılıyor ki adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
Anlaşılıyor ki müdürün yeni çalışma saatlerini onayladığını duyurdu.,Anlaşılıyor ki müdürün onayladığını yeni çalışma saatlerini duyurdu.,yeni çalışma saatlerini onayladığını,onayladığını yeni çalışma saatlerini,-,scrambling
Şu halde çiftçilerin traktörleri sürdüğünü gördük.,Şu halde çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
Şu halde yöneticinin kararı ertelettiğini duyurdu.,Şu halde yöneticinin ertelettiğini kararı duyurdu.,kararı ertelettiğini,ertelettiğini kararı,-,scrambling
Çocuğun köpeğini sevmesine iptalin verdi.,Çocuğun sevmesine köpeğini iptalin verdi.,köpeğini sevmesine,sevmesine köpeğini,-,scrambling  
Demek ki yazarın yeni romanını bitirdiğini söyledi.,Demek ki yazarın bitirdiğini yeni romanını söyledi.,yeni romanını bitirdiğini,bitirdiğini yeni romanını,-,scrambling
Çalışan antika vazoyu kırdığını ret etti.,Çalışan kırdığını antika vazoyu ret etti.,antika vazoyu kırdığını,kırdığını antika vazoyu,-,scrambling
Okul sekreterinin öğrencileri azarlamasına inanamadık.,Okul sekreterinin azarlamasına öğrencileri inanamadık.,öğrencileri azarlamasına,azarlamasına öğrencileri,-,scrambling
Anlaşılıyor ki öğrencilerin barikatı aşmasını izledim.,Anlaşılıyor ki öğrencilerin aşmasını barikatı izledim.,barikatı aşmasını,aşmasını barikatı,-,scrambling  
Anlaşılan kuzenimin yeni telefonunu kaybettiğini söyledi.,Anlaşılan kuzenimin kaybettiğini yeni telefonunu söyledi.,yeni telefonunu kaybettiğini,kaybettiğini yeni telefonunu,-,scrambling
Yani müdürün projeyi onayladığını duydum.,Yani müdürün onayladığını projeyi duydum.,projeyi onayladığını,onayladığını projeyi,-,scrambling  
Garsonun siparişi yanlış getirdiğini durum ettik.,Garsonun yanlış getirdiğini siparişi durum ettik.,siparişi yanlış getirdiğini,yanlış getirdiğini siparişi,-,scrambling
Komşumuzun çitleri boyadığını fark ettim.,Komşumuzun boyadığını çitleri fark ettim.,çitleri boyadığını,boyadığını çitleri,-,scrambling
Belli ki çiftçilerin traktörleri sürdüğünü gördük.,Belli ki çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
İşçilerin bahçedeki ağacı budamasını izlediler.,İşçilerin budamasını bahçedeki ağacı izlediler.,bahçedeki ağacı budamasını,budamasını bahçedeki ağacı,-,scrambling
Evde defterini unuttuğunu gazete ettim.,Evde unuttuğunu defterini gazete ettim.,defterini unuttuğunu,unuttuğunu defterini,-,scrambling
Garsonun siparişleri karıştırdığını bozuk ettiler.,Garsonun karıştırdığını siparişleri bozuk ettiler.,siparişleri karıştırdığını,karıştırdığını siparişleri,-,scrambling
Teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,Teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Yani ufaklığın ödevlerini bitirmesine sevindim.,Yani ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
O halde adayların görüşmeleri başarıyla tamamladığını duydum.,O halde adayların başarıyla tamamladığını görüşmeleri duydum.,görüşmeleri başarıyla tamamladığını,başarıyla tamamladığını görüşmeleri,-,scrambling
O halde şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.,O halde şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.,mutfaktaki malzemeleri kontrol ettiğini,kontrol ettiğini mutfaktaki malzemeleri,-,scrambling
Anlaşılıyor ki müşterinin hesabı kapattığını öğrendik.,Anlaşılıyor ki müşterinin kapattığını hesabı öğrendik.,hesabı kapattığını,kapattığını hesabı,-,scrambling  
Belli ki müdürün toplantıyı iptal ettiğini duyurdular.,Belli ki müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
Görünüşe göre öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.,Görünüşe göre öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.,laboratuvar malzemelerini temizlediğini,temizlediğini laboratuvar malzemelerini,-,scrambling
Çalışan antika vazoyu kırdığını beyan etti.,Çalışan kırdığını antika vazoyu beyan etti.,antika vazoyu kırdığını,kırdığını antika vazoyu,-,scrambling
Garsonun müşterinin siparişini unuttuğunu noksan ettik.,Garsonun unuttuğunu müşterinin siparişini noksan ettik.,müşterinin siparişini unuttuğunu,unuttuğunu müşterinin siparişini,-,scrambling
Öyle görünüyor ki seni dışarıya çıkmaya ikna etmiş sonunda.,Öyle görünüyor ki seni çıkmaya dışarıya ikna etmiş sonunda.,dışarıya çıkmaya,çıkmaya dışarıya,-,scrambling
Kaptanın rotayı değiştirdiğini ihbar etti.,Kaptanın değiştirdiğini rotayı ihbar etti.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Çalışan antika vazoyu kırdığını iddia etti.,Çalışan kırdığını antika vazoyu iddia etti.,antika vazoyu kırdığını,kırdığını antika vazoyu,-,scrambling
Çocuğun bardağı kırdığını birşey görmedi.,Çocuğun kırdığını bardağı birşey görmedi.,bardağı kırdığını,kırdığını bardağı,-,scrambling  
Öğrencinin kitabı unuttuğunu eksik ettim.,Öğrencinin unuttuğunu kitabı eksik ettim.,kitabı unuttuğunu,unuttuğunu kitabı,-,scrambling  
O halde kardeşinin doğruyu söylediğine inanıyor.,O halde kardeşinin söylediğine doğruyu inanıyor.,doğruyu söylediğine,söylediğine doğruyu,-,scrambling
Görünüşe göre teknisyenin arızayı giderdiğini müjdeledi.,Görünüşe göre teknisyenin giderdiğini arızayı müjdeledi.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Müdürün hukuksuzluk yaptığını duyurdu.,Müdürün yaptığını hukuksuzluk duyurdu.,hukuksuzluk yaptığını,yaptığını hukuksuzluk,-,scrambling
Canlı fren müşterilerin şikayetlerini kaydettiğini iletti.,Canlı fren kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
Demek ki mimarın proje detaylarını değiştirdiğini öğrendik.,Demek ki mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
Her gece aynı fırından ekmek aldığını söyledi.,Her gece aynı fırından aldığını ekmek söyledi.,ekmek aldığını,aldığını ekmek,-,scrambling
O halde mimarın projeyi değiştirdiğini öğrendik.,O halde mimarın değiştirdiğini projeyi öğrendik.,projeyi değiştirdiğini,değiştirdiğini projeyi,-,scrambling
Görünüşe göre kaptanın rotayı değiştirdiğini duyurdu.,Görünüşe göre kaptanın değiştirdiğini rotayı duyurdu.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Öğrencilerin kütüphanedeki kitapları incelediğini noksan ettik.,Öğrencilerin incelediğini kütüphanedeki kitapları noksan ettik.,kütüphanedeki kitapları incelediğini,incelediğini kütüphanedeki nadir kitapları,-,scrambling
Anlaşılan öğrencilerin deney tüplerini kırdığını duydum.,Anlaşılan öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
İşçilerin greve çıkacağını haber verdi.,İşçilerin çıkacağını greve haber verdi.,greve çıkacağını,çıkacağını greve,-,scrambling
Şu halde teknisyenin arızayı giderdiğini açıkladı.,Şu halde teknisyenin giderdiğini arızayı açıkladı.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Çocuklar bayramın gelmesini heyecanla bekliyor.,Çocuklar gelmesini bayramın heyecanla bekliyor.,bayramın gelmesini,gelmesini bayramın,-,scrambling
Anlaşılan müdürün projeyi onayladığını duydum.,Anlaşılan müdürün onayladığını projeyi duydum.,projeyi onayladığını,onayladığını projeyi,-,scrambling  
O halde polislerin hırsızı yakaladığını duyduk.,O halde polislerin yakaladığını hırsızı duyduk.,hırsızı yakaladığını,yakaladığını hırsızı,-,scrambling  
Teknisyenin arızayı giderdiğini açıkladı.,Teknisyenin giderdiğini arızayı açıkladı.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Kızın kedisini sevmesine talebin verdi.,Kızın sevmesine kedisini talebin verdi.,kedisini sevmesine,sevmesine kedisini,-,scrambling 
Öğrencilerin deney tüplerini kırdığını duydum.,Öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Belediye ailenin şehir planını revize ettiğini açıkladı.,Belediye ailenin ettiğini şehir planını revize açıkladı.,şehir planını revize ettiğini,ettiğini şehir planını revize,-,scrambling
Her zamanda işini çok sevdiğini söyler.,Her zamanda çok sevdiğini işini söyler.,işini çok sevdiğini,çok sevdiğini işini,-,scrambling
Anlaşılan babaaannem üniversiteyi kazanmana çok sevinmiş.,Anlaşılan babaaannem kazanmana üniversiteyi çok sevinmiş.,üniversiteyi kazanmana,kazanmana üniversiteyi,-,scrambling
Öyle görünüyor ki müdürün kararı açıkladığını duydum.,Öyle görünüyor ki müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Garsonun siparişleri karıştırdığını hata ettiler.,Garsonun karıştırdığını siparişleri hata ettiler.,siparişleri karıştırdığını,karıştırdığını siparişleri,-,scrambling
Şu halde kızım oyuncağını bozmasına üzüldü.,Şu halde kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Şu halde müdürün kararı açıkladığını duydum.,Şu halde müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Anlaşılan çocukların parktaki salıncağı kırdığını gördük.,Anlaşılan çocukların kırdığını parktaki salıncağı gördük.,parktaki salıncağı kırdığını,kırdığını parktaki salıncağı,-,scrambling
Görünüşe göre i̇şçilerin duvarı örmesini izledik.,Görünüşe göre i̇şçilerin örmesini duvarı izledik.,duvarı örmesini,örmesini duvarı,-,scrambling  
Öğrencinin kitabı unuttuğunu hata ettim.,Öğrencinin unuttuğunu kitabı hata ettim.,kitabı unuttuğunu,unuttuğunu kitabı,-,scrambling  
Polislerin şüphelinin izini sürdüğünü hakemine açıkladı.,Polislerin sürdüğünü şüphelinin izini hakemine açıkladı.,şüphelinin izini sürdüğünü,sürdüğünü şüphelinin izini,-,scrambling
Belli ki müşterinin hesabı kapattığını öğrendik.,Belli ki müşterinin kapattığını hesabı öğrendik.,hesabı kapattığını,kapattığını hesabı,-,scrambling  
Görünüşe göre müdürün hukuksuzluk yaptığını duyurdu.,Görünüşe göre müdürün yaptığını hukuksuzluk duyurdu.,hukuksuzluk yaptığını,yaptığını hukuksuzluk,-,scrambling
Kardeşinin doğruyu söylediğine inanıyor.,Kardeşinin söylediğine doğruyu inanıyor.,doğruyu söylediğine,söylediğine doğruyu,-,scrambling
Okulun önünde insanların karnelerini almasını bekliyoruz.,Okulun önünde insanların almasını karnelerini bekliyoruz.,karnelerini almasını,almasını karnelerini,-,scrambling
Demek ki seni dışarıya çıkmaya ikna etmiş sonunda.,Demek ki seni çıkmaya dışarıya ikna etmiş sonunda.,dışarıya çıkmaya,çıkmaya dışarıya,-,scrambling
Anlaşılan otelde çarşafların değiştirildiğine emin olamadık.,Anlaşılan otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
İşçilerin greve çıkacağını ses verdi.,İşçilerin çıkacağını greve ses verdi.,greve çıkacağını,çıkacağını greve,-,scrambling
Hep birlikte arabanın çıkarılmasına yataktım ettik.,Hep birlikte çıkarılmasına arabanın yataktım ettik.,arabanın çıkarılmasına,çıkarılmasına arabanın,-,scrambling
Demek ki müdürün kararı açıkladığını duydum.,Demek ki müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Yani müşterinin faturayı ödediğini söylediler.,Yani müşterinin ödediğini faturayı söylediler.,faturayı ödediğini,ödediğini faturayı,-,scrambling  
Garsonun siparişleri karıştırdığını benzerlik ettiler.,Garsonun karıştırdığını siparişleri benzerlik ettiler.,siparişleri karıştırdığını,karıştırdığını siparişleri,-,scrambling
Öğrencilerin kütüphanedeki kitapları incelediğini bozuk ettik.,Öğrencilerin incelediğini kütüphanedeki kitapları bozuk ettik.,kütüphanedeki kitapları incelediğini,incelediğini kütüphanedeki nadir kitapları,-,scrambling
Yani küçük kızın şarkıyı yanlış söylemesine güldü.,Yani küçük kızın yanlış söylemesine şarkıyı güldü.,şarkıyı yanlış söylemesine,yanlış söylemesine şarkıyı,-,scrambling
O halde i̇şçilerin bahçedeki ağacı budamasını izlediler.,O halde i̇şçilerin budamasını bahçedeki ağacı izlediler.,bahçedeki ağacı budamasını,budamasını bahçedeki ağacı,-,scrambling
Belli ki müdürün raporu imzaladığını duydum.,Belli ki müdürün imzaladığını raporu duydum.,raporu imzaladığını,imzaladığını raporu,-,scrambling  
Yöneticinin kararı ertelediğini mesaj etti.,Yöneticinin ertelediğini kararı mesaj etti.,kararı ertelediğini,ertelediğini kararı,-,scrambling
Belli ki teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,Belli ki teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Kardeşimin bisikleti çaldığını delil etti.,Kardeşimin çaldığını bisikleti delil etti.,bisikleti çaldığını,çaldığını bisikleti,-,scrambling  
Garsonun siparişi yanlış getirdiğini fark ettik.,Garsonun yanlış getirdiğini siparişi fark ettik.,siparişi yanlış getirdiğini,yanlış getirdiğini siparişi,-,scrambling
Polislerin şüphelinin izini sürdüğünü arkasına açıkladı.,Polislerin sürdüğünü şüphelinin izini arkasına açıkladı.,şüphelinin izini sürdüğünü,sürdüğünü şüphelinin izini,-,scrambling
Evde defterini unuttuğunu bildiri ettim.,Evde unuttuğunu defterini bildiri ettim.,defterini unuttuğunu,unuttuğunu defterini,-,scrambling
Demek ki adamın cüzdanını düşürdüğünü gördüm.,Demek ki adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
Hep birlikte arabanın çıkarılmasına tehlikeydim ettik.,Hep birlikte çıkarılmasına arabanın tehlikeydim ettik.,arabanın çıkarılmasına,çıkarılmasına arabanın,-,scrambling
Yani öğrencilerin barikatı aşmasını izledim.,Yani öğrencilerin aşmasını barikatı izledim.,barikatı aşmasını,aşmasını barikatı,-,scrambling  
Öyle görünüyor ki kızım oyuncağını bozmasına üzüldü.,Öyle görünüyor ki kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.,Şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.,mutfaktaki malzemeleri kontrol ettiğini,kontrol ettiğini mutfaktaki malzemeleri,-,scrambling
Çocuğun camı kırdığını kişi görmedi.,Çocuğun kırdığını camı kişi görmedi.,camı kırdığını,kırdığını camı,-,scrambling  
Öğrencinin kitabı unuttuğunu bozuk ettim.,Öğrencinin unuttuğunu kitabı bozuk ettim.,kitabı unuttuğunu,unuttuğunu kitabı,-,scrambling  
Belli ki adamın cüzdanını düşürdüğünü gördüm.,Belli ki adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
Anlaşılıyor ki hizmetlinin odasını topladığını söyledi.,Anlaşılıyor ki hizmetlinin topladığını odasını söyledi.,odasını topladığını,topladığını odasını,-,scrambling  
Okul vekilinin öğrencileri azarlamasına inanamadık.,Okul vekilinin azarlamasına öğrencileri inanamadık.,öğrencileri azarlamasına,azarlamasına öğrencileri,-,scrambling
Yani teknisyenlerin sistemi yenilediğini açıkladılar.,Yani teknisyenlerin yenilediğini sistemi açıkladılar.,sistemi yenilediğini,yenilediğini sistemi,-,scrambling
Okul müdürünün öğrencileri azarlamasına inanamadık.,Okul müdürünün azarlamasına öğrencileri inanamadık.,öğrencileri azarlamasına,azarlamasına öğrencileri,-,scrambling
Okul kızının öğrencileri azarlamasına inanamadık.,Okul kızının azarlamasına öğrencileri inanamadık.,öğrencileri azarlamasına,azarlamasına öğrencileri,-,scrambling
Demek ki polislerin hırsızın izini sürdüğünü duyduk.,Demek ki polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Belli ki teknisyenin arızayı giderdiğini müjdeledi.,Belli ki teknisyenin giderdiğini arızayı müjdeledi.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
O halde müdürün hukuksuzluk yaptığını duyurdu.,O halde müdürün yaptığını hukuksuzluk duyurdu.,hukuksuzluk yaptığını,yaptığını hukuksuzluk,-,scrambling
Şu halde şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.,Şu halde şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.,mutfaktaki malzemeleri kontrol ettiğini,kontrol ettiğini mutfaktaki malzemeleri,-,scrambling
Anlaşılan i̇şçilerin bahçedeki ağacı budamasını izlediler.,Anlaşılan i̇şçilerin budamasını bahçedeki ağacı izlediler.,bahçedeki ağacı budamasını,budamasını bahçedeki ağacı,-,scrambling
Ufaklığın ödevlerini bitirmesine sevindim.,Ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
Anlaşılıyor ki mimarın proje detaylarını değiştirdiğini öğrendik.,Anlaşılıyor ki mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
Adamın cüzdanını düşürdüğünü gördüm.,Adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
Görünüşe göre teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,Görünüşe göre teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Yani teknisyenin arızayı giderdiğini açıkladı.,Yani teknisyenin giderdiğini arızayı açıkladı.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Kardeşimin bisikleti çaldığını beyan etti.,Kardeşimin çaldığını bisikleti beyan etti.,bisikleti çaldığını,çaldığını bisikleti,-,scrambling  
Kaptanın rotayı değiştirdiğini ambulans etti.,Kaptanın değiştirdiğini rotayı ambulans etti.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Her hedefte işini çok sevdiğini söyler.,Her hedefte çok sevdiğini işini söyler.,işini çok sevdiğini,çok sevdiğini işini,-,scrambling
Çiftçilerin tarlayı sulamasına hasardım ettiler.,Çiftçilerin sulamasına tarlayı hasardım ettiler.,tarlayı sulamasına,sulamasına tarlayı,-,scrambling
Şu halde öğretmenin soruları yanıtlamasını bekledik.,Şu halde öğretmenin yanıtlamasını soruları bekledik.,soruları yanıtlamasını,yanıtlamasını soruları,-,scrambling
