good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Yani yaptığının doğru olmadığını içten içe biliyor.,Yani yaptığının doğru olmasını içten içe biliyor.,olmadığını,olmasını,biliyor,nominalization
Çocukların orda oynamasını uzaktan izledik.,Çocukların orda oynadığını uzaktan izledik.,oynamasını,oynadığını,izledik,nominalization
Yeni cezanın uygulanmasını herkes destekledi.,Yeni cezanın uygulandığını herkes destekledi.,uygulanmasını,uygulandığını,destekledi,nominalization
Yeni ilkelerin herkes tarafından kabul edilmesini bekliyoruz.,Yeni ilkelerin herkes tarafından kabul edildiğini bekliyoruz.,edilmesini,edildiğini,bekliyoruz,nominalization
Öyle görünüyor ki evini kesinlikle satmadığını zaten biliyorum.,Öyle görünüyor ki evini kesinlikle satmamasını zaten biliyorum.,satmadığını,satmamasını,biliyorum,nominalization
Anlaşılıyor ki bu konunun yeterince tartışıldığını düşünüyorum.,Anlaşılıyor ki bu konunun yeterince tartışılmasını düşünüyorum.,tartışıldığını,tartışılmasını,düşünüyorum,nominalization
Misafirlerin binadan memnun ayrıldığını öğrendik.,Misafirlerin binadan memnun ayrılmasını öğrendik.,ayrıldığını,ayrılmasını,öğrendik,nominalization
Yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.,Yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.,edilmesini,edildiğini,bekliyoruz,nominalization
Bu kişinin yeterince tartışıldığını düşünüyorum.,Bu kişinin yeterince tartışılmasını düşünüyorum.,tartışıldığını,tartışılmasını,düşünüyorum,nominalization
Uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.,Uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.,yapmasını,yaptığını,öneriyoruz,nominalization
Belli ki haklarınızın gasp edilmesine asla müsaade etmeyiz.,Belli ki haklarınızın gasp edildiğine asla müsaade etmeyiz.,gasp edilmesine,gasp edildiğine,müsaade etmeyiz,nominalization
Kanunların uygulanmamasına askerler tepki gösterdi.,Kanunların uygulanmadığına askerler tepki gösterdi.,uygulanmamasına,uygulanmadığına,tepki gösterdi,nominalization
Senin bu onayı desteklemeni bekliyordum.,Senin bu onayı desteklediğini bekliyordum.,desteklemeni,desteklediğini,bekliyordum,nominalization
Hoca dersi bir gün geç teslim etmeme zor da olsa izin verdi.,Hoca dersi bir gün geç teslim ettiğime zor da olsa izin verdi.,teslim etmeme,teslim ettiğime,izin verdi,nominalization
Cüzdanını helikopterde unuttuğunu iş işten geçince fark etti.,Cüzdanını helikopterde unutmasını iş işten geçince fark etti.,unuttuğunu,unutmasını,fark etti,nominalization
Yani konunun yeterince açık olduğunu düşünüyorum.,Yani konunun yeterince açık olmasını düşünüyorum.,olduğunu,olmasını,düşünüyorum,nominalization
Anlaşılan bu kadar kaba biri olduğunu hiç düşünmemiştim.,Anlaşılan bu kadar kaba biri olmasını hiç düşünmemiştim.,olduğunu,olmasını,düşünmemiştim,nominalization
Polisler akrabadakilerin olay yerine yaklaşmasını bile engellemiş.,Polisler akrabadakilerin olay yerine yaklaştığını bile engellemiş.,yaklaşmasını,yaklaştığını,engellemiş,nominalization
Kiralık dairenin dün satıldığını yeni öğrendim.,Kiralık dairenin dün satılmasını yeni öğrendim.,satıldığını,satılmasını,öğrendim,nominalization
Anlaşılan yeni kuralın uygulanmasını herkes destekledi.,Anlaşılan yeni kuralın uygulandığını herkes destekledi.,uygulanmasını,uygulandığını,destekledi,nominalization
Bu zorlu süreçte arkamızda olduklarını tekrar ifade ettiler.,Bu zorlu süreçte arkamızda olmalarını tekrar ifade ettiler.,olduklarını,olmalarını,ifade ettiler,nominalization
Cüzdanını vapurda unuttuğunu iş işten geçince fark etti.,Cüzdanını vapurda unutmasını iş işten geçince fark etti.,unuttuğunu,unutmasını,fark etti,nominalization
Onun bu konuyu başardığına inanıyorum.,Onun bu konuyu başarmasına inanıyorum.,başardığına,başarmasına,inanıyorum,nominalization
Arkadaşının ona yalan söylediğini öğrenmiş.,Arkadaşının ona yalan söylemesini öğrenmiş.,söylediğini,söylemesini,öğrenmiş,nominalization
Komitenin önerilen değişiklikleri onaylamasını bekliyorduk.,Komitenin önerilen değişiklikleri onayladığını bekliyorduk.,onaylamasını,onayladığını,bekliyorduk,nominalization
Yönetimin alınan hedefleri gözden geçirmesini talep ettik.,Yönetimin alınan hedefleri gözden geçirdiğini talep ettik.,geçirmesini,geçirdiğini,talep ettik,nominalization
Son yaşananlar hatalarımızdan ders çıkarmadığımızı bize bir kere daha gösterdi.,Son yaşananlar hatalarımızdan ders çıkarmamızı bize bir kere daha gösterdi.,ders çıkarmadığımızı,ders çıkarmamızı,gösterdi,nominalization
Mesai bitmeden arayıp tezin zamanında teslim edildiğine emin oldu.,Mesai bitmeden arayıp tezin zamanında teslim edilmesine emin oldu.,edildiğine,edilmesine,emin oldu,nominalization
Kiralık apartmanın dün satıldığını yeni öğrendim.,Kiralık apartmanın dün satılmasını yeni öğrendim.,satıldığını,satılmasını,öğrendim,nominalization
Onun bu hizmeti başardığına inanıyorum.,Onun bu hizmeti başarmasına inanıyorum.,başardığına,başarmasına,inanıyorum,nominalization
Benim ona tehdittim ettiğimi bilmiyor.,Benim ona tehdittim etmemi bilmiyor,ettiğimi,etmemi,bilmiyor,nominalization
Ürünün arzda büyük ilgi gördüğünü ifade etti.,Ürünün arzda büyük ilgi görmesini ifade etti.,gördüğünü,görmesini,ifade etti,nominalization
Toplantının geç saatlere kadar sürmesine katılımcılar itiraz etti.,Toplantının geç saatlere kadar sürdüğüne katılımcılar itiraz etti.,sürmesine,sürdüğüne,itiraz etti,nominalization
Onun bu evi başardığına inanıyorum.,Onun bu evi başarmasına inanıyorum.,başardığına,başarmasına,inanıyorum,nominalization
Senin bu beyanı desteklemeni bekliyordum.,Senin bu beyanı desteklediğini bekliyordum.,desteklemeni,desteklediğini,bekliyordum,nominalization
Sunumun oldukça başarılı geçtiğini herkes kabul etti.,Sunumun oldukça başarılı geçmesini herkes kabul etti.,geçtiğini,geçmesini,kabul etti,nominalization
Yeni yaptırımların herkesi bağladığını belirtti.,Yeni yaptırımların herkesi bağlamasını belirtti.,bağladığını,bağlamasını,belirtti,nominalization
Müşterilerin bilgilerini zamanında almasını sağlıyoruz.,Müşterilerin bilgilerini zamanında aldığını sağlıyoruz.,almasını,aldığını,sağlıyoruz,nominalization
Şirketin girişim kararlarını hızla almasına çoğu çalışan şaşırdı.,Şirketin girişim kararlarını hızla aldığına çoğu çalışan şaşırdı.,almasına,aldığına,şaşırdı,nominalization
Öğretmenin öğrencilere psikoterapilik etmesini istiyoruz.,Öğretmenin öğrencilere psikoterapilik ettiğini istiyoruz.,etmesini,ettiğini,istiyoruz,nominalization
Yapılan verilerin doğru sonuçlar verdiğini belirtti.,Yapılan verilerin doğru sonuçlar vermesini belirtti.,verdiğini,vermesini,belirtti,nominalization
Polisler çevredekilerin şiddet yerine yaklaşmasını bile engellemiş.,Polisler çevredekilerin şiddet yerine yaklaştığını bile engellemiş.,yaklaşmasını,yaklaştığını,engellemiş,nominalization
Misafirlerin etkinliğe katılmasını özellikle rica ettiler.,Misafirlerin etkinliğe katıldığını özellikle rica ettiler.,katılmasını,katıldığını,rica ettiler,nominalization
Projeye yeni bir boyut kazandırılmasına ekip kadroyu çok önem verdi.,Projeye yeni bir boyut kazandırıldığına ekip kadroyu çok önem verdi.,kazandırılmasına,kazandırıldığına,önem verdi,nominalization
Onun her takvim dürüst olduğunu biliyorum.,Onun her takvim dürüst olmasını biliyorum.,olduğunu,olmasını,biliyorum,nominalization
Kanunların uygulanmamasına kişiler tepki gösterdi.,Kanunların uygulanmadığına kişiler tepki gösterdi.,uygulanmamasına,uygulanmadığına,tepki gösterdi,nominalization
Yeni kararların herkes tarafından kabul edilmesini bekliyoruz.,Yeni kararların herkes tarafından kabul edildiğini bekliyoruz.,edilmesini,edildiğini,bekliyoruz,nominalization
Yaptığının doğru olmadığını kalp içe biliyor.,Yaptığının doğru olmasını kalp içe biliyor.,olmadığını,olmasını,biliyor,nominalization
Öğrencilerin bankaya hazır olduğunu düşünüyoruz.,Öğrencilerin bankaya hazır olmasını düşünüyoruz.,olduğunu,olmasını,düşünüyoruz,nominalization
Kiralık ofisin dün satıldığını yeni öğrendim.,Kiralık ofisin dün satılmasını yeni öğrendim.,satıldığını,satılmasını,öğrendim,nominalization
Yeni ambalajın piyasaya sürülmesini heyecanla bekliyoruz.,Yeni ambalajın piyasaya sürüldüğünü heyecanla bekliyoruz.,sürülmesini,sürüldüğünü,bekliyoruz,nominalization
Çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.,Çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.,yerleştirilmesine,yerleştirildiğine,özen gösterirdi,nominalization
Yeni kararların işleyişi nasıl değiştirdiğini henüz kestiremiyoruz.,Yeni kararların işleyişi nasıl değiştirmesini henüz kestiremiyoruz.,değiştirdiğini,değiştirmesini,kestiremiyoruz,nominalization
Anlaşılan yeni yöntemin verimli olduğunu iddia etti.,Anlaşılan yeni yöntemin verimli olmasını iddia etti.,olduğunu,olmasını,iddia etti,nominalization
Geçen haftaki baskıya başvurmadığıma fena pişman oldum.,Geçen haftaki baskıya başvurmamama fena pişman oldum.,başvurmadığıma,başvurmamama,pişman oldum,nominalization
Senin bu yoruma daha fazla odaklanmanı öneririm.,Senin bu yoruma daha fazla odaklandığını öneririm.,odaklanmanı,odaklandığını,öneririm,nominalization
Öyle görünüyor ki çalışmalarının sonunda başarılı olduğunu belirtti.,Öyle görünüyor ki çalışmalarının sonunda başarılı olmasını belirtti.,olduğunu,olmasını,belirtti,nominalization
Öğretmenin öğrencilere desteklik etmesini istiyoruz.,Öğretmenin öğrencilere desteklik ettiğini istiyoruz.,etmesini,ettiğini,istiyoruz,nominalization
Son yaşananlar hatalarımızdan ders çıkarmadığımızı bize bir kez daha gösterdi.,Son yaşananlar hatalarımızdan ders çıkarmamızı bize bir kez daha gösterdi.,ders çıkarmadığımızı,ders çıkarmamızı,gösterdi,nominalization
Çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.,Çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.,çıkarılmasına,çıkarıldığına,yardım ettik,nominalization
Şirketin yatırım kararlarını hızla almasına çoğu çalışan şaşırdı.,Şirketin yatırım kararlarını hızla aldığına çoğu çalışan şaşırdı.,almasına,aldığına,şaşırdı,nominalization
İşten kendi kararıyla ayrıldığını üstüne basarak belirtti.,İşten kendi kararıyla ayrılmasını üstüne basarak belirtti.,ayrıldığını,ayrılmasını,belirtti,nominalization
O halde söylediklerimizin yanlış anlaşıldığını fark ettik.,O halde söylediklerimizin yanlış anlaşılmasını fark ettik.,anlaşıldığını,anlaşılmasını,fark ettik,nominalization
Teknik ekibin problemini hemencecik çözmesine hepimiz şaşırdık.,Teknik ekibin problemini hemencecik çözdüğüne hepimiz şaşırdık.,çözmesine,çözdüğüne,şaşırdık,nominalization
Geçen haftaki gazeteye başvurmadığıma fena pişman oldum.,Geçen haftaki gazeteye başvurmamama fena pişman oldum.,başvurmadığıma,başvurmamama,pişman oldum,nominalization
Anlaşılıyor ki bu kadar kaba biri olduğunu hiç düşünmemiştim.,Anlaşılıyor ki bu kadar kaba biri olmasını hiç düşünmemiştim.,olduğunu,olmasını,düşünmemiştim,nominalization
Duygusal manipülasyon kişinin kendi akıl sağlığını sorgulamasına bile yol açabilir.,Duygusal manipülasyon kişinin kendi akıl sağlığını sorguladığına bile yol açabilir.,sorgulamasına,sorguladığına,yol açabilir,nominalization
Yeni düzenlemelerin konuları kolaylaştırdığını belirtti.,Yeni düzenlemelerin konuları kolaylaştırmasını belirtti.,kolaylaştırdığını,kolaylaştırmasını,belirtti,nominalization
Toplantının geç telefonlara kadar sürmesine katılımcılar itiraz etti.,Toplantının geç telefonlara kadar sürdüğüne katılımcılar itiraz etti.,sürmesine,sürdüğüne,itiraz etti,nominalization
Projeye büyük destek sağladığını belirtti.,Projeye büyük destek sağlamasını belirtti.,sağladığını,sağlamasını,belirtti,nominalization
Bu seyi enine boyuna değerlendirdiğini sanıyorum.,Bu seyi enine boyuna değerlendirmesini sanıyorum.,değerlendirdiğini,değerlendirmesini,sanıyorum,nominalization
Evini kesinlikle satmadığını zaten biliyorum.,Evini kesinlikle satmamasını zaten biliyorum.,satmadığını,satmamasını,biliyorum,nominalization
Şu halde teklifin mantıklı göründüğünü söyledi.,Şu halde teklifin mantıklı görünmesini söyledi.,göründüğünü,görünmesini,söyledi,nominalization
Bu filmin yeterince tartışıldığını düşünüyorum.,Bu filmin yeterince tartışılmasını düşünüyorum.,tartışıldığını,tartışılmasını,düşünüyorum,nominalization
Belli ki doktorun hastalarla daha fazla ilgilenmesini bekliyoruz.,Belli ki doktorun hastalarla daha fazla ilgilendiğini bekliyoruz.,ilgilenmesini,ilgilendiğini,bekliyoruz,nominalization
Müdürün bu onuru desteklemesini bekliyorduk.,Müdürün bu onuru desteklediğini bekliyorduk.,desteklemesini,desteklediğini,bekliyorduk,nominalization
Anlaşılıyor ki kardeşinin bu kadar sorumsuz davranmasına epey kızdı.,Anlaşılıyor ki kardeşinin bu kadar sorumsuz davrandığına epey kızdı.,davranmasına,davrandığına,kızdı,nominalization
Bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.,Bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.,taşıdığını,taşımasını,gördü,nominalization
Uzmanların bu alada daha fazla araştırma yapmasını öneriyoruz.,Uzmanların bu alada daha fazla araştırma yaptığını öneriyoruz.,yapmasını,yaptığını,öneriyoruz,nominalization
Görünüşe göre sizin de açılışa katılmanızı doğrusu çok arzu ederiz.,Görünüşe göre sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.,katılmanızı,katıldığınızı,arzu ederiz,nominalization
Meyvelerin erken olgunlaşmasına sıcak fırtınalar sebep oldu.,Meyvelerin erken olgunlaştığına sıcak fırtınalar sebep oldu.,olgunlaşmasına,olgunlaştığına,sebep oldu,nominalization
Demek ki müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.,Demek ki müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.,almasına,aldığına,şaşırdı,nominalization
Yeni düzenlemelerin uygulanmasına partiler karşı çıktı.,Yeni düzenlemelerin uygulandığına partiler karşı çıktı.,uygulanmasına,uygulandığına,karşı çıktı,nominalization
Bu seçimin Türkiye için tarihi bilgi taşıdığını herkes gördü.,Bu seçimin Türkiye için tarihi bilgi taşımasını herkes gördü.,taşıdığını,taşımasını,gördü,nominalization
Bu zorlu süreçte yanımızda olduklarını tekrar ifade ettiler.,Bu zorlu süreçte yanımızda olmalarını tekrar ifade ettiler.,olduklarını,olmalarını,ifade ettiler,nominalization
Havanın birden soğumasına birşey hazırlıklı değildi.,Havanın birden soğuduğuna birşey hazırlıklı değildi.,soğumasına,soğuduğuna,hazırlıklı değildi,nominalization
Onun bu projeyi başardığına inanıyorum.,Onun bu projeyi başarmasına inanıyorum.,başardığına,başarmasına,inanıyorum,nominalization
Otelde ayakkabıların değiştirildiğine bile emin olamadık.,Otelde ayakkabıların değiştirilmesine bile emin olamadık.,değiştirildiğine,değiştirilmesine,emin olamadık,nominalization
Bütün resimlerin eksiksiz teslim edilmesini rica ediyoruz.,Bütün resimlerin eksiksiz teslim edildiğini rica ediyoruz.,edilmesini,edildiğini,rica ediyoruz,nominalization
Demek ki serviste yavaş kaldığını o da kabul ediyor.,Demek ki serviste yavaş kalmasını o da kabul ediyor.,kaldığını,kalmasını,kabul ediyor,nominalization
İstediğimiz şeyler için var elimizle çalışmamızı bize her fırsatta öğütlerdi.,İstediğimiz şeyler için var elimizle çalıştığımızı bize her fırsatta öğütlerdi.,çalışmamızı,çalıştığımızı,öğütlerdi,nominalization
Dizinin aslında komedi tipinde olduğunu bile rahatlıkla iddia edebiliriz.,Dizinin aslında komedi tipinde olmasını bile rahatlıkla iddia edebiliriz.,olduğunu,olmasını,iddia edebiliriz,nominalization
Anlaşılıyor ki misafirlerin etkinliğe katılmasını özellikle rica ettiler.,Anlaşılıyor ki misafirlerin etkinliğe katıldığını özellikle rica ettiler.,katılmasını,katıldığını,rica ettiler,nominalization
Öyle görünüyor ki olayın aslında nasıl geliştiğini anlatıyorlar.,Öyle görünüyor ki olayın aslında nasıl gelişmesini anlatıyorlar.,geliştiğini,gelişmesini,anlatıyorlar,nominalization
Görünüşe göre misafirlerin etkinliğe katılmasını özellikle rica ettiler.,Görünüşe göre misafirlerin etkinliğe katıldığını özellikle rica ettiler.,katılmasını,katıldığını,rica ettiler,nominalization
Benim ona ihtiyaçtım ettiğimi bilmiyor.,Benim ona ihtiyaçtım etmemi bilmiyor,ettiğimi,etmemi,bilmiyor,nominalization
Mesai bitmeden arayıp belgenin zamanında teslim edildiğine emin oldu.,Mesai bitmeden arayıp belgenin zamanında teslim edilmesine emin oldu.,edildiğine,edilmesine,emin oldu,nominalization
Yani evini kesinlikle satmadığını zaten biliyorum.,Yani evini kesinlikle satmamasını zaten biliyorum.,satmadığını,satmamasını,biliyorum,nominalization
Senin bu yaptırımı desteklemeni bekliyordum.,Senin bu yaptırımı desteklediğini bekliyordum.,desteklemeni,desteklediğini,bekliyordum,nominalization
Kardeşinin bu kadar sorumsuz davranmasına epey kızdı.,Kardeşinin bu kadar sorumsuz davrandığına epey kızdı.,davranmasına,davrandığına,kızdı,nominalization
Müdürün herkesin konunu almasına çalışanlar çok şaşırdı.,Müdürün herkesin konunu aldığına çalışanlar çok şaşırdı.,almasına,aldığına,şaşırdı,nominalization
Öğretmenin öğrencilere terapilik etmesini istiyoruz.,Öğretmenin öğrencilere terapilik ettiğini istiyoruz.,etmesini,ettiğini,istiyoruz,nominalization
Bu nedeni kabullendiğini sanıyorum.,Bu nedeni kabullenmesini sanıyorum.,kabullendiğini,kabullenmesini,sanıyorum,nominalization
Öğrencilerin derse rica etmesini bekliyoruz.,Öğrencilerin derse rica ettiğini bekliyoruz.,etmesini,ettiğini,bekliyoruz,nominalization
Belli ki annesiyle ne kadar gurur duyduğundan hep bahsederdi.,Belli ki annesiyle ne kadar gurur duymasından hep bahsederdi.,gurur duyduğundan,gurur duymasından,bahsederdi,nominalization
Sizin de açılışa katılmanızı doğrusu çok arzu ederiz.,Sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.,katılmanızı,katıldığınızı,arzu ederiz,nominalization
Demek ki konunun yeterince açık olduğunu düşünüyorum.,Demek ki konunun yeterince açık olmasını düşünüyorum.,olduğunu,olmasını,düşünüyorum,nominalization
Yani bu konunun yeterince tartışıldığını düşünüyorum.,Yani bu konunun yeterince tartışılmasını düşünüyorum.,tartışıldığını,tartışılmasını,düşünüyorum,nominalization
Yeni insanların herkes tarafından kabul edilmesini bekliyoruz.,Yeni insanların herkes tarafından kabul edildiğini bekliyoruz.,edilmesini,edildiğini,bekliyoruz,nominalization
Yeni yasakların herkes tarafından kabul edilmesini bekliyoruz.,Yeni yasakların herkes tarafından kabul edildiğini bekliyoruz.,edilmesini,edildiğini,bekliyoruz,nominalization
Yeni düzenlemelerin ortaklıkları kolaylaştırdığını belirtti.,Yeni düzenlemelerin ortaklıkları kolaylaştırmasını belirtti.,kolaylaştırdığını,kolaylaştırmasını,belirtti,nominalization
Demek ki söylediklerimizin yanlış anlaşıldığını fark ettik.,Demek ki söylediklerimizin yanlış anlaşılmasını fark ettik.,anlaşıldığını,anlaşılmasını,fark ettik,nominalization
Görünüşe göre konunun yeterince açık olduğunu düşünüyorum.,Görünüşe göre konunun yeterince açık olmasını düşünüyorum.,olduğunu,olmasını,düşünüyorum,nominalization
Projeye yeni bir boyut kazandırılmasına ekip lideri çok önem verdi.,Projeye yeni bir boyut kazandırıldığına ekip lideri çok önem verdi.,kazandırılmasına,kazandırıldığına,önem verdi,nominalization
Yönetimin alınan eylemleri gözden geçirmesini talep ettik.,Yönetimin alınan eylemleri gözden geçirdiğini talep ettik.,geçirmesini,geçirdiğini,talep ettik,nominalization
Cüzdanını metroda unuttuğunu iş işten geçince fark etti.,Cüzdanını metroda unutmasını iş işten geçince fark etti.,unuttuğunu,unutmasını,fark etti,nominalization
Havanın birden soğumasına organ hazırlıklı değildi.,Havanın birden soğuduğuna organ hazırlıklı değildi.,soğumasına,soğuduğuna,hazırlıklı değildi,nominalization
Öğretmenin öğrencilere psikolojilik etmesini istiyoruz.,Öğretmenin öğrencilere psikolojilik ettiğini istiyoruz.,etmesini,ettiğini,istiyoruz,nominalization
Kiralık odun dün satıldığını yeni öğrendim.,Kiralık odun dün satılmasını yeni öğrendim.,satıldığını,satılmasını,öğrendim,nominalization
Ürünün fiyatta büyük ilgi gördüğünü ifade etti.,Ürünün fiyatta büyük ilgi görmesini ifade etti.,gördüğünü,görmesini,ifade etti,nominalization
Yeni cezaların işleyişi nasıl değiştirdiğini henüz kestiremiyoruz.,Yeni cezaların işleyişi nasıl değiştirmesini henüz kestiremiyoruz.,değiştirdiğini,değiştirmesini,kestiremiyoruz,nominalization
Onun her saat dürüst olduğunu biliyorum.,Onun her saat dürüst olmasını biliyorum.,olduğunu,olmasını,biliyorum,nominalization
Toplantının ertelenmesine adaycılar tepki gösterdi.,Toplantının ertelendiğine adaycılar tepki gösterdi.,ertelenmesine,ertelendiğine,tepki gösterdi,nominalization
Anlaşılan şirketin çalışanlara ek ödeme yapmasını talep ettik.,Anlaşılan şirketin çalışanlara ek ödeme yaptığını talep ettik.,yapmasını,yaptığını,talep ettik,nominalization
Yönetimin hedefi dikkatlice incelemesini talep ettik.,Yönetimin hedefi dikkatlice incelediğini talep ettik.,incelemesini,incelediğini,talep ettik,nominalization
Şirketin riskim kararlarını hızla almasına çoğu çalışan şaşırdı.,Şirketin riskim kararlarını hızla aldığına çoğu çalışan şaşırdı.,almasına,aldığına,şaşırdı,nominalization
Kitapları zamanında teslim ettiğini iddia etti.,Kitapları zamanında teslim etmesini iddia etti.,ettiğini,etmesini,iddia etti,nominalization
Çocukların yeraltıda oynamasını uzaktan izledik.,Çocukların yeraltıda oynadığını uzaktan izledik.,oynamasını,oynadığını,izledik,nominalization
Konunun ayrıntılı bir tarzda tartışılmasını öneriyorum.,Konunun ayrıntılı bir tarzda tartışıldığını öneriyorum.,tartışılmasını,tartışıldığını,öneriyorum,nominalization
Şu halde kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.,Şu halde kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.,gelmesini,geldiğini,istiyor,nominalization
Yeni düzenlemelerin uygulanmasına komiteler karşı çıktı.,Yeni düzenlemelerin uygulandığına komiteler karşı çıktı.,uygulanmasına,uygulandığına,karşı çıktı,nominalization
Annesiyle ne kadar gurur duyduğundan hep bahsederdi.,Annesiyle ne kadar gurur duymasından hep bahsederdi.,gurur duyduğundan,gurur duymasından,bahsederdi,nominalization
Benim ona oydum ettiğimi bilmiyor.,Benim ona oydum etmemi bilmiyor,ettiğimi,etmemi,bilmiyor,nominalization
Bu zorlu süreçte arabamızda olduklarını tekrar ifade ettiler.,Bu zorlu süreçte arabamızda olmalarını tekrar ifade ettiler.,olduklarını,olmalarını,ifade ettiler,nominalization
Yeni markanın piyasaya sürülmesini heyecanla bekliyoruz.,Yeni markanın piyasaya sürüldüğünü heyecanla bekliyoruz.,sürülmesini,sürüldüğünü,bekliyoruz,nominalization
Çatal darbelerin düzgün yerleştirilmesine ayrıca özen gösterirdi.,Çatal darbelerin düzgün yerleştirildiğine ayrıca özen gösterirdi.,yerleştirilmesine,yerleştirildiğine,özen gösterirdi,nominalization
Teknik ekibin belirtini hemencecik çözmesine hepimiz şaşırdık.,Teknik ekibin belirtini hemencecik çözdüğüne hepimiz şaşırdık.,çözmesine,çözdüğüne,şaşırdık,nominalization
Projeye yeni bir boyut kazandırılmasına ekip yardımcıyı çok önem verdi.,Projeye yeni bir boyut kazandırıldığına ekip yardımcıyı çok önem verdi.,kazandırılmasına,kazandırıldığına,önem verdi,nominalization
İşten kendi isteğiyle ayrıldığını üstüne basarak belirtti.,İşten kendi isteğiyle ayrılmasını üstüne basarak belirtti.,ayrıldığını,ayrılmasını,belirtti,nominalization
O halde planın kusursuz işlediğini sanıyorduk.,O halde planın kusursuz işlemesini sanıyorduk.,işlediğini,işlemesini,sanıyorduk,nominalization
Görünüşe göre bu kadar kaba biri olduğunu hiç düşünmemiştim.,Görünüşe göre bu kadar kaba biri olmasını hiç düşünmemiştim.,olduğunu,olmasını,düşünmemiştim,nominalization
O halde moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.,O halde moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.,söz almasına,söz aldığına,fırsat vermedi,nominalization
Anlaşılan haklarınızın gasp edilmesine asla müsaade etmeyiz.,Anlaşılan haklarınızın gasp edildiğine asla müsaade etmeyiz.,gasp edilmesine,gasp edildiğine,müsaade etmeyiz,nominalization
Anlaşılıyor ki saatlerin geri alınmasına hemen adapte olduk.,Anlaşılıyor ki saatlerin geri alındığına hemen adapte olduk.,alınmasına,alındığına,adapte olduk,nominalization
Öyle görünüyor ki yeni kuralın uygulanmasını herkes destekledi.,Öyle görünüyor ki yeni kuralın uygulandığını herkes destekledi.,uygulanmasını,uygulandığını,destekledi,nominalization
Anlaşılıyor ki annesiyle ne kadar gurur duyduğundan hep bahsederdi.,Anlaşılıyor ki annesiyle ne kadar gurur duymasından hep bahsederdi.,gurur duyduğundan,gurur duymasından,bahsederdi,nominalization
Yani teklifin mantıklı göründüğünü söyledi.,Yani teklifin mantıklı görünmesini söyledi.,göründüğünü,görünmesini,söyledi,nominalization
Olayın aslında nasıl geliştiğini anlatıyorlar.,Olayın aslında nasıl gelişmesini anlatıyorlar.,geliştiğini,gelişmesini,anlatıyorlar,nominalization
Yani moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.,Yani moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.,söz almasına,söz aldığına,fırsat vermedi,nominalization
Anlaşılıyor ki sunumun oldukça başarılı geçtiğini herkes kabul etti.,Anlaşılıyor ki sunumun oldukça başarılı geçmesini herkes kabul etti.,geçtiğini,geçmesini,kabul etti,nominalization
Müdürün bu teklifi desteklemesini bekliyorduk.,Müdürün bu teklifi desteklediğini bekliyorduk.,desteklemesini,desteklediğini,bekliyorduk,nominalization
Son yaşananlar hatalarımızdan ders çıkarmadığımızı bize bir defa daha gösterdi.,Son yaşananlar hatalarımızdan ders çıkarmamızı bize bir defa daha gösterdi.,ders çıkarmadığımızı,ders çıkarmamızı,gösterdi,nominalization
Belli ki yaptığının doğru olmadığını içten içe biliyor.,Belli ki yaptığının doğru olmasını içten içe biliyor.,olmadığını,olmasını,biliyor,nominalization
Anlaşılıyor ki kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.,Anlaşılıyor ki kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.,gelmesini,geldiğini,istiyor,nominalization
Görünüşe göre moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.,Görünüşe göre moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.,söz almasına,söz aldığına,fırsat vermedi,nominalization
Yani serviste yavaş kaldığını o da kabul ediyor.,Yani serviste yavaş kalmasını o da kabul ediyor.,kaldığını,kalmasını,kabul ediyor,nominalization
Cüzdanını trende unuttuğunu iş işten geçince fark etti.,Cüzdanını trende unutmasını iş işten geçince fark etti.,unuttuğunu,unutmasını,fark etti,nominalization
Cüzdanını takside unuttuğunu iş işten geçince fark etti.,Cüzdanını takside unutmasını iş işten geçince fark etti.,unuttuğunu,unutmasını,fark etti,nominalization
